<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.06.27	17:45:00	1.26578	1.26585	1.26466	1.26489	1686	0	19
2024.06.27	18:00:00	1.26488	1.26515	1.26446	1.26499	1511	0	19
2024.06.27	18:15:00	1.26499	1.26512	1.26426	1.26440	1176	0	20
2024.06.27	18:30:00	1.26441	1.26527	1.26439	1.26443	1316	0	20
2024.06.27	18:45:00	1.26442	1.26512	1.26436	1.26499	1129	0	21
2024.06.27	19:00:00	1.26499	1.26545	1.26483	1.26501	1364	0	20
2024.06.27	19:15:00	1.26502	1.26549	1.26492	1.26510	956	0	22
2024.06.27	19:30:00	1.26509	1.26518	1.26470	1.26478	809	0	20
2024.06.27	19:45:00	1.26478	1.26515	1.26469	1.26499	1005	0	20
2024.06.27	20:00:00	1.26499	1.26523	1.26469	1.26470	724	0	20
2024.06.27	20:15:00	1.26470	1.26481	1.26459	1.26480	498	0	21
2024.06.27	20:30:00	1.26479	1.26515	1.26469	1.26497	747	0	23
2024.06.27	20:45:00	1.26497	1.26497	1.26427	1.26436	636	0	21
2024.06.27	21:00:00	1.26437	1.26438	1.26395	1.26428	873	0	23
2024.06.27	21:15:00	1.26429	1.26433	1.26403	1.26419	873	0	23
2024.06.27	21:30:00	1.26419	1.26459	1.26411	1.26417	692	0	23
2024.06.27	21:45:00	1.26418	1.26451	1.26409	1.26439	562	0	21
2024.06.27	22:00:00	1.26440	1.26452	1.26415	1.26438	986	0	21
2024.06.27	22:15:00	1.26438	1.26451	1.26407	1.26416	623	0	22
2024.06.27	22:30:00	1.26416	1.26427	1.26405	1.26422	369	0	22
2024.06.27	22:45:00	1.26422	1.26422	1.26363	1.26369	451	0	22
2024.06.27	23:00:00	1.26369	1.26410	1.26369	1.26407	360	0	22
2024.06.27	23:15:00	1.26407	1.26409	1.26397	1.26397	86	0	23
2024.06.27	23:30:00	1.26397	1.26405	1.26394	1.26405	59	0	23
2024.06.27	23:45:00	1.26404	1.26406	1.26370	1.26370	212	0	20
2024.06.28	00:00:00	1.26359	1.26403	1.26348	1.26376	66	0	59
2024.06.28	00:15:00	1.26377	1.26408	1.26353	1.26398	107	0	49
2024.06.28	00:30:00	1.26388	1.26413	1.26347	1.26382	419	0	36
2024.06.28	00:45:00	1.26379	1.26391	1.26369	1.26382	175	0	47
2024.06.28	01:00:00	1.26383	1.26384	1.26360	1.26367	111	0	29
2024.06.28	01:15:00	1.26366	1.26389	1.26365	1.26389	144	0	26
2024.06.28	01:30:00	1.26389	1.26393	1.26379	1.26389	155	0	26
2024.06.28	01:45:00	1.26387	1.26389	1.26375	1.26375	112	0	24
2024.06.28	02:00:00	1.26375	1.26381	1.26368	1.26377	79	0	25
2024.06.28	02:15:00	1.26378	1.26399	1.26376	1.26399	117	0	22
2024.06.28	02:30:00	1.26398	1.26412	1.26390	1.26409	160	0	23
2024.06.28	02:45:00	1.26408	1.26440	1.26405	1.26428	429	0	24
2024.06.28	03:00:00	1.26429	1.26456	1.26422	1.26446	823	0	21
2024.06.28	03:15:00	1.26446	1.26451	1.26418	1.26429	518	0	23
2024.06.28	03:30:00	1.26429	1.26436	1.26382	1.26384	496	0	20
2024.06.28	03:45:00	1.26384	1.26388	1.26272	1.26275	781	0	20
2024.06.28	04:00:00	1.26276	1.26303	1.26248	1.26267	928	0	20
2024.06.28	04:15:00	1.26267	1.26281	1.26214	1.26223	904	0	21
2024.06.28	04:30:00	1.26224	1.26256	1.26215	1.26250	1178	0	22
2024.06.28	04:45:00	1.26250	1.26281	1.26217	1.26268	1181	0	21
2024.06.28	05:00:00	1.26268	1.26298	1.26244	1.26298	1042	0	22
2024.06.28	05:15:00	1.26297	1.26339	1.26295	1.26327	921	0	21
2024.06.28	05:30:00	1.26328	1.26362	1.26326	1.26353	957	0	20
2024.06.28	05:45:00	1.26354	1.26369	1.26335	1.26338	840	0	22
2024.06.28	06:00:00	1.26338	1.26338	1.26299	1.26313	745	0	20
2024.06.28	06:15:00	1.26312	1.26336	1.26306	1.26311	834	0	22
2024.06.28	06:30:00	1.26310	1.26316	1.26290	1.26298	498	0	20
2024.06.28	06:45:00	1.26299	1.26299	1.26274	1.26286	659	0	21
2024.06.28	07:00:00	1.26286	1.26289	1.26255	1.26258	791	0	21
2024.06.28	07:15:00	1.26257	1.26258	1.26209	1.26212	519	0	22
2024.06.28	07:30:00	1.26211	1.26238	1.26209	1.26226	557	0	21
2024.06.28	07:45:00	1.26226	1.26227	1.26204	1.26220	477	0	22
2024.06.28	08:00:00	1.26221	1.26280	1.26214	1.26278	739	0	21
2024.06.28	08:15:00	1.26277	1.26289	1.26259	1.26277	725	0	21
2024.06.28	08:30:00	1.26278	1.26303	1.26272	1.26301	874	0	19
2024.06.28	08:45:00	1.26300	1.26323	1.26295	1.26304	643	0	20
2024.06.28	09:00:00	1.26296	1.26344	1.26290	1.26344	1215	0	22
2024.06.28	09:15:00	1.26342	1.26390	1.26338	1.26386	1313	0	20
2024.06.28	09:30:00	1.26386	1.26389	1.26337	1.26362	856	0	20
2024.06.28	09:45:00	1.26362	1.26401	1.26350	1.26399	784	0	21
2024.06.28	10:00:00	1.26400	1.26410	1.26338	1.26394	1202	0	19
2024.06.28	10:15:00	1.26394	1.26434	1.26341	1.26434	1143	0	19
2024.06.28	10:30:00	1.26435	1.26487	1.26428	1.26468	1158	0	19
2024.06.28	10:45:00	1.26466	1.26479	1.26423	1.26423	989	0	19
2024.06.28	11:00:00	1.26422	1.26440	1.26359	1.26409	1094	0	20
2024.06.28	11:15:00	1.26408	1.26418	1.26342	1.26342	944	0	19
2024.06.28	11:30:00	1.26343	1.26379	1.26318	1.26337	1003	0	19
2024.06.28	11:45:00	1.26339	1.26381	1.26327	1.26342	1360	0	19
2024.06.28	12:00:00	1.26344	1.26379	1.26297	1.26376	1427	0	20
2024.06.28	12:15:00	1.26377	1.26413	1.26355	1.26383	1215	0	19
2024.06.28	12:30:00	1.26382	1.26457	1.26356	1.26455	1312	0	20
2024.06.28	12:45:00	1.26457	1.26500	1.26450	1.26477	1261	0	20
2024.06.28	13:00:00	1.26478	1.26484	1.26428	1.26435	1175	0	20
2024.06.28	13:15:00	1.26434	1.26470	1.26430	1.26452	1171	0	19
2024.06.28	13:30:00	1.26450	1.26526	1.26450	1.26458	1213	0	19
2024.06.28	13:45:00	1.26459	1.26549	1.26458	1.26543	1331	0	20
2024.06.28	14:00:00	1.26542	1.26573	1.26495	1.26506	1049	0	19
2024.06.28	14:15:00	1.26506	1.26516	1.26444	1.26449	997	0	19
2024.06.28	14:30:00	1.26450	1.26450	1.26399	1.26400	1149	0	19
2024.06.28	14:45:00	1.26401	1.26418	1.26371	1.26406	1225	0	21
2024.06.28	15:00:00	1.26407	1.26473	1.26405	1.26443	1241	0	19
2024.06.28	15:15:00	1.26443	1.26454	1.26396	1.26406	1140	0	19
2024.06.28	15:30:00	1.26405	1.26615	1.26345	1.26449	2490	0	19
2024.06.28	15:45:00	1.26450	1.26538	1.26410	1.26493	1654	0	19
2024.06.28	16:00:00	1.26490	1.26503	1.26440	1.26465	1606	0	20
2024.06.28	16:15:00	1.26464	1.26465	1.26369	1.26377	1459	0	21
2024.06.28	16:30:00	1.26377	1.26417	1.26326	1.26391	1479	0	19
2024.06.28	16:45:00	1.26391	1.26434	1.26327	1.26328	1607	0	21
2024.06.28	17:00:00	1.26324	1.26354	1.26259	1.26326	1991	0	19
2024.06.28	17:15:00	1.26327	1.26380	1.26307	1.26317	1691	0	20
2024.06.28	17:30:00	1.26317	1.26343	1.26185	1.26282	1879	0	19
2024.06.28	17:45:00	1.26281	1.26431	1.26277	1.26417	2874	0	21
2024.06.28	18:00:00	1.26418	1.26430	1.26357	1.26410	2315	0	21
2024.06.28	18:15:00	1.26408	1.26421	1.26317	1.26365	1659	0	20
2024.06.28	18:30:00	1.26364	1.26430	1.26344	1.26383	1551	0	20
2024.06.28	18:45:00	1.26382	1.26413	1.26339	1.26358	1548	0	19
2024.06.28	19:00:00	1.26359	1.26389	1.26339	1.26369	1720	0	20
2024.06.28	19:15:00	1.26370	1.26462	1.26362	1.26438	1507	0	20
2024.06.28	19:30:00	1.26438	1.26463	1.26360	1.26410	1134	0	20
2024.06.28	19:45:00	1.26410	1.26434	1.26385	1.26408	1351	0	21
2024.06.28	20:00:00	1.26407	1.26513	1.26394	1.26508	1120	0	19
2024.06.28	20:15:00	1.26508	1.26530	1.26436	1.26437	533	0	19
2024.06.28	20:30:00	1.26437	1.26445	1.26393	1.26397	1094	0	22
2024.06.28	20:45:00	1.26398	1.26410	1.26386	1.26391	964	0	22
2024.06.28	21:00:00	1.26390	1.26438	1.26384	1.26436	679	0	22
2024.06.28	21:15:00	1.26436	1.26446	1.26400	1.26412	520	0	22
2024.06.28	21:30:00	1.26413	1.26438	1.26396	1.26405	850	0	22
2024.06.28	21:45:00	1.26402	1.26407	1.26355	1.26401	981	0	21
2024.06.28	22:00:00	1.26401	1.26401	1.26347	1.26347	689	0	21
2024.06.28	22:15:00	1.26348	1.26356	1.26331	1.26333	628	0	23
2024.06.28	22:30:00	1.26333	1.26368	1.26297	1.26354	1222	0	23
2024.06.28	22:45:00	1.26354	1.26399	1.26347	1.26398	971	0	23
2024.06.28	23:00:00	1.26396	1.26408	1.26379	1.26406	468	0	22
2024.06.28	23:15:00	1.26406	1.26424	1.26395	1.26407	442	0	25
2024.06.28	23:30:00	1.26407	1.26444	1.26402	1.26432	224	0	29
2024.06.28	23:45:00	1.26433	1.26442	1.26411	1.26423	519	0	30
2024.07.01	00:00:00	1.26488	1.26542	1.26443	1.26513	78	0	61
2024.07.01	00:15:00	1.26513	1.26513	1.26343	1.26408	52	0	70
2024.07.01	00:30:00	1.26401	1.26429	1.26401	1.26424	55	0	100
2024.07.01	00:45:00	1.26425	1.26446	1.26420	1.26422	153	0	109
2024.07.01	01:00:00	1.26438	1.26505	1.26436	1.26466	272	0	31
2024.07.01	01:15:00	1.26466	1.26498	1.26452	1.26475	344	0	25
2024.07.01	01:30:00	1.26476	1.26486	1.26464	1.26477	437	0	23
2024.07.01	01:45:00	1.26478	1.26493	1.26476	1.26490	226	0	19
2024.07.01	02:00:00	1.26490	1.26497	1.26466	1.26494	386	0	19
2024.07.01	02:15:00	1.26494	1.26498	1.26475	1.26475	300	0	24
2024.07.01	02:30:00	1.26476	1.26489	1.26474	1.26484	106	0	24
2024.07.01	02:45:00	1.26484	1.26494	1.26459	1.26472	384	0	24
2024.07.01	03:00:00	1.26473	1.26492	1.26452	1.26457	843	0	21
2024.07.01	03:15:00	1.26456	1.26525	1.26454	1.26494	946	0	21
2024.07.01	03:30:00	1.26493	1.26548	1.26493	1.26541	793	0	20
2024.07.01	03:45:00	1.26540	1.26541	1.26457	1.26514	878	0	21
2024.07.01	04:00:00	1.26513	1.26567	1.26487	1.26559	1169	0	23
2024.07.01	04:15:00	1.26558	1.26625	1.26552	1.26619	941	0	21
2024.07.01	04:30:00	1.26620	1.26645	1.26584	1.26585	913	0	20
2024.07.01	04:45:00	1.26584	1.26604	1.26556	1.26575	998	0	23
2024.07.01	05:00:00	1.26574	1.26594	1.26563	1.26574	782	0	21
2024.07.01	05:15:00	1.26574	1.26587	1.26556	1.26584	514	0	20
2024.07.01	05:30:00	1.26584	1.26594	1.26552	1.26557	393	0	21
2024.07.01	05:45:00	1.26557	1.26604	1.26552	1.26598	553	0	20
2024.07.01	06:00:00	1.26600	1.26601	1.26571	1.26591	624	0	22
2024.07.01	06:15:00	1.26590	1.26597	1.26562	1.26572	637	0	23
2024.07.01	06:30:00	1.26572	1.26574	1.26539	1.26549	558	0	21
2024.07.01	06:45:00	1.26548	1.26555	1.26533	1.26547	552	0	23
2024.07.01	07:00:00	1.26546	1.26579	1.26544	1.26579	895	0	22
2024.07.01	07:15:00	1.26577	1.26584	1.26541	1.26546	586	0	21
2024.07.01	07:30:00	1.26548	1.26554	1.26534	1.26546	814	0	21
2024.07.01	07:45:00	1.26546	1.26571	1.26536	1.26561	634	0	20
2024.07.01	08:00:00	1.26559	1.26582	1.26555	1.26566	898	0	20
2024.07.01	08:15:00	1.26566	1.26607	1.26554	1.26606	817	0	22
2024.07.01	08:30:00	1.26607	1.26645	1.26601	1.26639	1008	0	20
2024.07.01	08:45:00	1.26640	1.26657	1.26622	1.26648	1016	0	21
2024.07.01	09:00:00	1.26647	1.26811	1.26646	1.26793	1290	0	21
2024.07.01	09:15:00	1.26793	1.26882	1.26771	1.26867	1467	0	22
2024.07.01	09:30:00	1.26866	1.26872	1.26800	1.26805	1262	0	20
2024.07.01	09:45:00	1.26805	1.26866	1.26775	1.26833	1177	0	19
2024.07.01	10:00:00	1.26833	1.26853	1.26685	1.26803	1590	0	21
2024.07.01	10:15:00	1.26804	1.26804	1.26696	1.26714	1085	0	20
2024.07.01	10:30:00	1.26715	1.26728	1.26666	1.26671	992	0	20
2024.07.01	10:45:00	1.26674	1.26688	1.26608	1.26624	1090	0	21
2024.07.01	11:00:00	1.26622	1.26720	1.26602	1.26717	1633	0	20
2024.07.01	11:15:00	1.26718	1.26781	1.26710	1.26764	1211	0	20
2024.07.01	11:30:00	1.26749	1.26790	1.26719	1.26775	1153	0	21
2024.07.01	11:45:00	1.26774	1.26790	1.26725	1.26725	1090	0	20
2024.07.01	12:00:00	1.26726	1.26735	1.26690	1.26718	967	0	21
2024.07.01	12:15:00	1.26719	1.26764	1.26702	1.26702	981	0	20
2024.07.01	12:30:00	1.26702	1.26736	1.26670	1.26677	1053	0	21
2024.07.01	12:45:00	1.26675	1.26738	1.26659	1.26704	1140	0	20
2024.07.01	13:00:00	1.26706	1.26706	1.26657	1.26663	995	0	19
2024.07.01	13:15:00	1.26661	1.26704	1.26639	1.26701	1069	0	19
2024.07.01	13:30:00	1.26702	1.26724	1.26663	1.26683	915	0	19
2024.07.01	13:45:00	1.26683	1.26723	1.26671	1.26711	1077	0	19
2024.07.01	14:00:00	1.26710	1.26790	1.26708	1.26764	1046	0	20
2024.07.01	14:15:00	1.26764	1.26770	1.26693	1.26699	1087	0	21
2024.07.01	14:30:00	1.26699	1.26736	1.26676	1.26679	1056	0	19
2024.07.01	14:45:00	1.26679	1.26761	1.26669	1.26758	898	0	19
2024.07.01	15:00:00	1.26761	1.26762	1.26680	1.26688	1116	0	19
2024.07.01	15:15:00	1.26688	1.26701	1.26658	1.26670	1503	0	20
2024.07.01	15:30:00	1.26671	1.26675	1.26569	1.26583	1352	0	20
2024.07.01	15:45:00	1.26583	1.26662	1.26581	1.26644	1393	0	19
2024.07.01	16:00:00	1.26644	1.26711	1.26596	1.26701	1408	0	19
2024.07.01	16:15:00	1.26700	1.26745	1.26680	1.26723	1199	0	20
2024.07.01	16:30:00	1.26724	1.26804	1.26714	1.26775	1553	0	19
2024.07.01	16:45:00	1.26772	1.26829	1.26762	1.26792	1384	0	19
2024.07.01	17:00:00	1.26778	1.27068	1.26728	1.26751	2682	0	19
2024.07.01	17:15:00	1.26751	1.26752	1.26645	1.26665	2092	0	20
2024.07.01	17:30:00	1.26667	1.26683	1.26529	1.26547	2035	0	19
2024.07.01	17:45:00	1.26548	1.26568	1.26407	1.26451	2208	0	20
2024.07.01	18:00:00	1.26447	1.26449	1.26350	1.26372	2176	0	19
2024.07.01	18:15:00	1.26373	1.26411	1.26353	1.26364	1667	0	19
2024.07.01	18:30:00	1.26364	1.26418	1.26356	1.26385	1261	0	19
2024.07.01	18:45:00	1.26386	1.26460	1.26384	1.26452	1243	0	20
2024.07.01	19:00:00	1.26453	1.26509	1.26422	1.26507	1309	0	19
2024.07.01	19:15:00	1.26506	1.26569	1.26495	1.26510	1060	0	20
2024.07.01	19:30:00	1.26510	1.26527	1.26467	1.26488	898	0	19
2024.07.01	19:45:00	1.26489	1.26491	1.26419	1.26471	975	0	20
2024.07.01	20:00:00	1.26471	1.26480	1.26438	1.26456	733	0	20
2024.07.01	20:15:00	1.26455	1.26474	1.26439	1.26462	577	0	19
2024.07.01	20:30:00	1.26463	1.26463	1.26428	1.26437	486	0	20
2024.07.01	20:45:00	1.26437	1.26441	1.26386	1.26388	564	0	21
2024.07.01	21:00:00	1.26387	1.26393	1.26339	1.26343	841	0	19
2024.07.01	21:15:00	1.26344	1.26361	1.26329	1.26339	883	0	22
2024.07.01	21:30:00	1.26339	1.26382	1.26321	1.26381	603	0	21
2024.07.01	21:45:00	1.26381	1.26403	1.26367	1.26397	481	0	22
2024.07.01	22:00:00	1.26397	1.26426	1.26397	1.26421	784	0	22
2024.07.01	22:15:00	1.26421	1.26431	1.26406	1.26408	713	0	22
2024.07.01	22:30:00	1.26409	1.26432	1.26402	1.26430	709	0	22
2024.07.01	22:45:00	1.26429	1.26452	1.26417	1.26422	812	0	21
2024.07.01	23:00:00	1.26422	1.26454	1.26412	1.26450	450	0	22
2024.07.01	23:15:00	1.26449	1.26470	1.26448	1.26461	479	0	22
2024.07.01	23:30:00	1.26462	1.26472	1.26459	1.26461	322	0	21
2024.07.01	23:45:00	1.26459	1.26504	1.26459	1.26488	438	0	20
2024.07.02	00:00:00	1.26488	1.26488	1.26400	1.26432	107	0	37
2024.07.02	00:15:00	1.26431	1.26521	1.26423	1.26483	100	0	44
2024.07.02	00:30:00	1.26483	1.26483	1.26422	1.26443	60	0	56
2024.07.02	00:45:00	1.26443	1.26448	1.26443	1.26448	20	0	72
2024.07.02	01:00:00	1.26451	1.26492	1.26450	1.26475	125	0	25
2024.07.02	01:15:00	1.26476	1.26479	1.26460	1.26463	199	0	24
2024.07.02	01:30:00	1.26463	1.26469	1.26449	1.26467	136	0	24
2024.07.02	01:45:00	1.26467	1.26467	1.26445	1.26445	87	0	25
2024.07.02	02:00:00	1.26447	1.26454	1.26435	1.26438	181	0	26
2024.07.02	02:15:00	1.26438	1.26447	1.26430	1.26444	110	0	25
2024.07.02	02:30:00	1.26444	1.26445	1.26425	1.26428	107	0	25
2024.07.02	02:45:00	1.26428	1.26439	1.26428	1.26438	363	0	25
2024.07.02	03:00:00	1.26439	1.26461	1.26426	1.26449	734	0	20
2024.07.02	03:15:00	1.26449	1.26452	1.26414	1.26429	745	0	22
2024.07.02	03:30:00	1.26430	1.26451	1.26388	1.26398	704	0	21
2024.07.02	03:45:00	1.26398	1.26410	1.26378	1.26399	894	0	20
2024.07.02	04:00:00	1.26400	1.26407	1.26374	1.26380	807	0	20
2024.07.02	04:15:00	1.26380	1.26380	1.26338	1.26351	682	0	19
2024.07.02	04:30:00	1.26350	1.26407	1.26350	1.26388	715	0	20
2024.07.02	04:45:00	1.26390	1.26412	1.26379	1.26388	555	0	20
2024.07.02	05:00:00	1.26389	1.26399	1.26377	1.26397	773	0	20
2024.07.02	05:15:00	1.26396	1.26398	1.26379	1.26381	590	0	21
2024.07.02	05:30:00	1.26381	1.26382	1.26359	1.26371	788	0	21
2024.07.02	05:45:00	1.26371	1.26382	1.26340	1.26355	392	0	20
2024.07.02	06:00:00	1.26355	1.26363	1.26319	1.26339	357	0	19
2024.07.02	06:15:00	1.26340	1.26343	1.26320	1.26322	564	0	20
2024.07.02	06:30:00	1.26321	1.26328	1.26317	1.26319	416	0	21
2024.07.02	06:45:00	1.26319	1.26329	1.26307	1.26327	404	0	21
2024.07.02	07:00:00	1.26328	1.26342	1.26325	1.26338	567	0	20
2024.07.02	07:15:00	1.26339	1.26350	1.26338	1.26339	806	0	19
2024.07.02	07:30:00	1.26339	1.26342	1.26317	1.26326	471	0	20
2024.07.02	07:45:00	1.26327	1.26328	1.26307	1.26318	756	0	20
2024.07.02	08:00:00	1.26319	1.26323	1.26298	1.26319	685	0	21
2024.07.02	08:15:00	1.26319	1.26344	1.26319	1.26344	749	0	20
2024.07.02	08:30:00	1.26344	1.26353	1.26326	1.26351	664	0	20
2024.07.02	08:45:00	1.26350	1.26365	1.26335	1.26362	741	0	20
2024.07.02	09:00:00	1.26362	1.26386	1.26350	1.26355	1094	0	21
2024.07.02	09:15:00	1.26355	1.26385	1.26351	1.26375	901	0	20
2024.07.02	09:30:00	1.26373	1.26377	1.26300	1.26328	952	0	20
2024.07.02	09:45:00	1.26329	1.26337	1.26307	1.26314	1014	0	20
2024.07.02	10:00:00	1.26314	1.26345	1.26252	1.26285	1384	0	19
2024.07.02	10:15:00	1.26284	1.26290	1.26144	1.26202	1359	0	19
2024.07.02	10:30:00	1.26203	1.26218	1.26143	1.26153	1469	0	20
2024.07.02	10:45:00	1.26154	1.26252	1.26151	1.26238	1322	0	20
2024.07.02	11:00:00	1.26239	1.26286	1.26206	1.26263	1246	0	19
2024.07.02	11:15:00	1.26263	1.26269	1.26225	1.26243	1241	0	19
2024.07.02	11:30:00	1.26243	1.26299	1.26234	1.26284	1117	0	20
2024.07.02	11:45:00	1.26284	1.26316	1.26277	1.26281	984	0	20
2024.07.02	12:00:00	1.26275	1.26325	1.26261	1.26296	1094	0	19
2024.07.02	12:15:00	1.26295	1.26324	1.26259	1.26302	996	0	19
2024.07.02	12:30:00	1.26303	1.26332	1.26280	1.26315	1163	0	19
2024.07.02	12:45:00	1.26316	1.26329	1.26298	1.26319	1202	0	19
2024.07.02	13:00:00	1.26321	1.26328	1.26288	1.26295	953	0	20
2024.07.02	13:15:00	1.26296	1.26367	1.26294	1.26364	947	0	19
2024.07.02	13:30:00	1.26363	1.26375	1.26335	1.26373	973	0	19
2024.07.02	13:45:00	1.26375	1.26446	1.26372	1.26410	1216	0	19
2024.07.02	14:00:00	1.26410	1.26474	1.26400	1.26452	749	0	20
2024.07.02	14:15:00	1.26452	1.26476	1.26411	1.26433	919	0	20
2024.07.02	14:30:00	1.26432	1.26489	1.26431	1.26470	786	0	19
2024.07.02	14:45:00	1.26470	1.26525	1.26461	1.26523	905	0	19
2024.07.02	15:00:00	1.26524	1.26605	1.26524	1.26578	1274	0	19
2024.07.02	15:15:00	1.26578	1.26616	1.26545	1.26552	1240	0	19
2024.07.02	15:30:00	1.26551	1.26614	1.26534	1.26600	1107	0	19
2024.07.02	15:45:00	1.26600	1.26679	1.26589	1.26632	1414	0	19
2024.07.02	16:00:00	1.26632	1.26727	1.26624	1.26688	1483	0	20
2024.07.02	16:15:00	1.26687	1.26729	1.26655	1.26712	1230	0	19
2024.07.02	16:30:00	1.26711	1.26825	1.26688	1.26810	2006	0	19
2024.07.02	16:45:00	1.26810	1.26841	1.26764	1.26765	1861	0	20
2024.07.02	17:00:00	1.26762	1.26810	1.26603	1.26657	2517	0	19
2024.07.02	17:15:00	1.26660	1.26717	1.26631	1.26714	1779	0	19
2024.07.02	17:30:00	1.26715	1.26765	1.26665	1.26669	1566	0	19
2024.07.02	17:45:00	1.26670	1.26772	1.26658	1.26747	1758	0	20
2024.07.02	18:00:00	1.26748	1.26782	1.26719	1.26754	1292	0	19
2024.07.02	18:15:00	1.26755	1.26784	1.26730	1.26766	1163	0	21
2024.07.02	18:30:00	1.26763	1.26803	1.26740	1.26751	1164	0	21
2024.07.02	18:45:00	1.26753	1.26772	1.26734	1.26742	1077	0	20
2024.07.02	19:00:00	1.26741	1.26746	1.26671	1.26688	922	0	19
2024.07.02	19:15:00	1.26686	1.26712	1.26671	1.26688	838	0	19
2024.07.02	19:30:00	1.26688	1.26688	1.26645	1.26657	896	0	20
2024.07.02	19:45:00	1.26657	1.26673	1.26638	1.26672	738	0	19
2024.07.02	20:00:00	1.26671	1.26708	1.26669	1.26697	946	0	21
2024.07.02	20:15:00	1.26696	1.26698	1.26669	1.26678	529	0	20
2024.07.02	20:30:00	1.26679	1.26696	1.26657	1.26692	623	0	22
2024.07.02	20:45:00	1.26691	1.26775	1.26689	1.26761	561	0	22
2024.07.02	21:00:00	1.26761	1.26804	1.26750	1.26799	705	0	23
2024.07.02	21:15:00	1.26800	1.26801	1.26785	1.26795	678	0	21
2024.07.02	21:30:00	1.26796	1.26809	1.26777	1.26801	668	0	23
2024.07.02	21:45:00	1.26802	1.26836	1.26800	1.26829	665	0	21
2024.07.02	22:00:00	1.26824	1.26847	1.26812	1.26843	472	0	20
2024.07.02	22:15:00	1.26844	1.26852	1.26826	1.26848	391	0	23
2024.07.02	22:30:00	1.26847	1.26864	1.26840	1.26853	540	0	21
2024.07.02	22:45:00	1.26855	1.26866	1.26847	1.26863	751	0	21
2024.07.02	23:00:00	1.26863	1.26863	1.26838	1.26859	408	0	22
2024.07.02	23:15:00	1.26860	1.26863	1.26848	1.26848	243	0	22
2024.07.02	23:30:00	1.26849	1.26856	1.26837	1.26839	281	0	23
2024.07.02	23:45:00	1.26840	1.26843	1.26836	1.26837	202	0	24
2024.07.03	00:00:00	1.26833	1.26835	1.26730	1.26808	103	0	40
2024.07.03	00:15:00	1.26808	1.26848	1.26768	1.26832	180	0	39
2024.07.03	00:30:00	1.26833	1.26833	1.26788	1.26824	321	0	48
2024.07.03	00:45:00	1.26825	1.26837	1.26793	1.26808	205	0	46
2024.07.03	01:00:00	1.26803	1.26877	1.26800	1.26874	164	0	21
2024.07.03	01:15:00	1.26874	1.26883	1.26870	1.26877	244	0	22
2024.07.03	01:30:00	1.26877	1.26880	1.26870	1.26879	83	0	23
2024.07.03	01:45:00	1.26879	1.26902	1.26878	1.26901	129	0	23
2024.07.03	02:00:00	1.26900	1.26900	1.26872	1.26873	345	0	23
2024.07.03	02:15:00	1.26872	1.26879	1.26871	1.26874	90	0	24
2024.07.03	02:30:00	1.26874	1.26879	1.26869	1.26878	117	0	26
2024.07.03	02:45:00	1.26876	1.26883	1.26861	1.26861	214	0	25
2024.07.03	03:00:00	1.26862	1.26919	1.26862	1.26892	729	0	21
2024.07.03	03:15:00	1.26892	1.26915	1.26875	1.26890	727	0	22
2024.07.03	03:30:00	1.26890	1.26891	1.26872	1.26884	625	0	22
2024.07.03	03:45:00	1.26884	1.26894	1.26870	1.26872	592	0	20
2024.07.03	04:00:00	1.26871	1.26872	1.26843	1.26863	633	0	22
2024.07.03	04:15:00	1.26863	1.26866	1.26838	1.26850	453	0	19
2024.07.03	04:30:00	1.26850	1.26864	1.26822	1.26829	568	0	20
2024.07.03	04:45:00	1.26826	1.26830	1.26802	1.26821	458	0	21
2024.07.03	05:00:00	1.26821	1.26853	1.26818	1.26844	595	0	19
2024.07.03	05:15:00	1.26843	1.26854	1.26831	1.26850	571	0	19
2024.07.03	05:30:00	1.26849	1.26864	1.26839	1.26842	713	0	22
2024.07.03	05:45:00	1.26842	1.26853	1.26821	1.26830	472	0	20
2024.07.03	06:00:00	1.26829	1.26863	1.26829	1.26852	581	0	20
2024.07.03	06:15:00	1.26853	1.26855	1.26830	1.26844	440	0	21
2024.07.03	06:30:00	1.26845	1.26860	1.26844	1.26858	365	0	21
2024.07.03	06:45:00	1.26859	1.26860	1.26844	1.26853	471	0	20
2024.07.03	07:00:00	1.26853	1.26867	1.26849	1.26861	534	0	20
2024.07.03	07:15:00	1.26862	1.26876	1.26858	1.26874	520	0	20
2024.07.03	07:30:00	1.26873	1.26877	1.26863	1.26865	579	0	19
2024.07.03	07:45:00	1.26864	1.26871	1.26850	1.26855	416	0	21
2024.07.03	08:00:00	1.26855	1.26855	1.26799	1.26805	658	0	22
2024.07.03	08:15:00	1.26805	1.26805	1.26769	1.26782	514	0	22
2024.07.03	08:30:00	1.26783	1.26804	1.26782	1.26802	531	0	20
2024.07.03	08:45:00	1.26801	1.26813	1.26777	1.26801	577	0	20
2024.07.03	09:00:00	1.26803	1.26821	1.26781	1.26788	1127	0	21
2024.07.03	09:15:00	1.26789	1.26804	1.26781	1.26783	835	0	21
2024.07.03	09:30:00	1.26784	1.26833	1.26780	1.26830	977	0	19
2024.07.03	09:45:00	1.26830	1.26879	1.26830	1.26861	1099	0	19
2024.07.03	10:00:00	1.26862	1.26918	1.26851	1.26895	1157	0	21
